Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,KY,2013,"7         ",Male,13,Right-Handed,168,26,171,2,Car,10,0.162,43,Basketball,909,588,1000,899,500,500,25,"Right foot",96,86,"Ring finger",February,Summer,No,No,Desserts,Water,"Physical education",8,11,5,"Yes - broadband connection","In person",0,0,7,0,5,2,7,5,1,0,8,19,0,0,"Very little","Some college","Rap/Hip hop",Telepathy,Rich,"Sports person","International aid"
USA,WI,2022,"4         ",Female,9,Right-Handed,135,21,134,2,Walk,8,0.418,64,Soccer,497,578,422,417,214,112,20,"Right foot",52,54,"Ring finger",January,Fall,No,No,Soups,Water,Art,9,10,4,"Yes - broadband connection","In person",0,0,5,1,3,7,7,0,0,0,2,2,0,4,Some,"Undergraduate degree",Other,"Freeze time",Healthy,Friend,Environment
USA,WA,2019,"12        ",Male,17,Right-Handed,180.3,28.7,170,1,Car,20,0.279,35,Lacrosse,1000,1000,500,500,700,700,28.7,"Same length",40,30,"Ring finger",July,Winter,Yes,No,Pizza/Pasta,Milk,History,7,10,3,"Yes - broadband connection","In person",20,50,7,1,12,5,10,9,6,2,12,8,0,9,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Friend,Environment
USA,MI,2016,"12        ",Female,16,Right-Handed,170,30,171,2,Car,12,0.371,43,Tennis,1000,1000,1000,1000,700,700,30,"Same length",90,75,"Index finger",November,Summer,No,No,,Water,Science,6,8,5,"Yes - broadband connection","Text messaging",200,200,10,0,12,3,2,0,20,15,30,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,CA,2015,"8         ",Male,13,Right-Handed,152,24,152,1,Car,5,0.172,50,None,1000,1000,1000,1000,500,400,24,"Same length",,,,September,Winter,No,No,Meat,Water,History,8,4,3,"Yes - broadband connection","Text messaging",10,100,20,1,10,5,0,10,1,2,30,2,7,3,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Business person","International aid"
USA,SC,2016,"11        ",Male,17,Right-Handed,181,28,183,1,Car,8,.286,31,Basketball,400,500,400,350,500,700,29,"Left foot",103,100,"Index finger",January,Winter,No,No,Meat,Tea,History,8,4,3,"Yes - broadband connection","Text messaging",11,13,6,1,3,3,7,12,2,3,9,5,2,2,Some,"Graduate degree",Pop,"Freeze time",Famous,"Doctor or nurse",Religious
USA,VA,2019,"11        ",Female,16,Right-Handed,160.0,24.8,160.0,1,Bus,20,0.708,45,Soccer,1000,1000,1000,1000,500,1000,24.8,"Same length",,,"Ring finger",December,Fall,No,No,"No favorite",Water,Other,5,8,4,"Yes - other",Other,20,20,15,4,10,20,6,0,15,4,15,10,14,5,"A lot",Other,Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,GA,2012,"12        ",Female,16,Ambidextrous,168.7,26.6,175.1,1,Car,6,0.313,32,Dancing,700,800,700,800,500,800,26.6,"Same length",60,60,"Same length",December,Fall,No,No,Fruit,Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",50,60,10,.5,3,5,11,4,3,6,10,10,0,5,"A lot","High school",Other,Telepathy,Happy,Friend,Health
USA,TN,2019,"11        ",Female,16,Right-Handed,5”1,23.5,150,2,Car,"5 min",0.857,47,Dancing,1000,1000,1000,1000,900,900,23.5,"Same length",60,65,"Ring finger",June,Spring,Yes,No,"No favorite",Water,Other,8,6,3,"Yes - broadband connection","Cell phone",60,60,5,1,3,4,0,0,4,2,5,4,0,2,"A lot","Undergraduate degree",Gospel,"Freeze time",Healthy,Relative,"International aid"
USA,CA,2019,"12        ",Female,17,Right-Handed,160,24,,3,Car,14,.492,37,Walking/Hiking,1000,500,700,700,300,900,24,"Same length",66,70,"Ring finger",January,Winter,No,No,Other,Water,English,7,6,4,"Yes - other","Text messaging",200,800,20,20,10,4,20,0,12,8,16,0,12,12,"A lot","Graduate degree",Other,"Freeze time",Happy,Friend,Environment
USA,NC,2014,"10        ",Female,18,Right-Handed,177,24.5,168,1,Car,10,.432,38,Other,1000,578,717,1000,652,658,24.5,"Same length",90,80.2,"Index finger",April,Spring,No,No,Desserts,Water,Music,9,8,4,"Yes - other","In person",5,7,10,0,5,15,2,0,7,5,7,4,0,1,"Very little","Graduate degree",Other,Fly,Happy,"Musician or singer","Wildlife, animals"
USA,CO,2015,"12        ",Female,17,Right-Handed,178,27,70,2,Car,5,.32,32,Other,850,850,850,850,850,850,27,"Same length",89,89,"Same length",February,Fall,Yes,No,Seafood,Water,Music,7,9,3,"Yes - broadband connection",,5,5,2,3,49,30,1,0,10,8,3,6,16,1,"A lot","High school",Country,"Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,SC,2013,"11        ",Male,16,Ambidextrous,193,32,188,2,Car,17,.678,56,Swimming,1000,950,950,975,850,100,31,"Right foot",150,152,"Ring finger",April,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",6,10,4,"Yes - broadband connection","Text messaging",190,237,4,1,10,50,21,1,1,5,1,2,0,10,"A lot","Graduate degree",Techno/Electronic,Telepathy,Rich,Actor,Health
USA,WI,2019,"12        ",Male,17,Right-Handed,185,28,185,1,Car,12,.334,42,Other,1000,750,200,300,1000,1000,29,"Left foot",85,88,"Ring finger",January,Fall,No,No,Meat,Water,"Social studies",7,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,40,6,1,10,5,10,10,13,7,30,15,0,3,"A lot","Undergraduate degree",Country,"Super strength",Happy,Relative,Other
USA,CO,2015,"12        ",Male,17,Right-Handed,182,30,93,1,Car,"27 ",.522,43,Baseball/Softball,200,200,200,200,500,600,30,"Same length",55,35,"Index finger",May,Summer,No,No,Meat,"Soft drink (caffeinated)",History,6,9,3,"Yes - other","Text messaging",20,20,10,7,0,2,2,0,0,8,3,3,23,3,None,Other,Country,"Freeze time",Happy,"Community leader or elder","Wildlife, animals"
USA,WA,2021,"11        ",Male,16,Right-Handed,71,21,60,1,Bus,35,0.293,43,Basketball,800,700,300,850,400,700,21,"Same length",72,74,"Ring finger",February,Summer,Yes,No,Seafood,"Energy drink","Physical education",9,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,7,15,1,29,12,12,25,7,2,3,1,0,8,"A lot","Graduate degree","Rock and roll","Super strength",Rich,Relative,Health
USA,CA,2015,"12        ",Male,17,Right-Handed,176,22.86,175,1,Car,20,.223,67,Other,936,930,1000,1000,503,701,22.86,"Same length",82.55,63.5,"Ring finger",November,Summer,Yes,No,"Rice/Noodle dishes",Water,"Social studies",6,8,5,"Yes - broadband connection","Text messaging",20,50,4,0,42,6,2,12,8,8,21,2,0,4,"A lot","Graduate degree",Pop,Invisibility,Happy,"Sports person","International aid"
USA,IN,2018,"7         ",Female,13,Right-Handed,161,24,158,1,Car,12,0.624,43,Gymnastics,481,492,904,636,396,701,24,"Left foot",,,"Ring finger",April,Summer,No,No,Meat,"Sports drink","Physical education",9,13,5,"Yes - other","Internet chat or instant messaging",25,28,45,12,24,35,40,0,15,13,11,12,3,29,"Very little","Graduate degree",Other,"Super strength",Happy,Relative,"International aid"
USA,NC,2014,"9         ",Male,15,Ambidextrous,163,24,170,2,Bus,25,.230,59,Soccer,1000,385,898,989,750,890,24,"Same length",80,80,"Same length",August,Summer,No,No,"No favorite",Water,"Mathematics and statistics",9,11,7,"Yes - other","Internet chat or instant messaging",150,200,4,2,3,,,,,,,,,,,,,,,,
USA,VT,2014,"4         ",Female,9,Right-Handed,144,23,143,1,Car,5,1.026,96,Swimming,1000,465,78,100,67,6723,23,"Same length",7,7,"Same length",June,Summer,No,No,Pizza/Pasta,Milk,Music,11,10,3,"No internet connection","In person",0,0,,,,,,,,,,4,,,Some,Other,Pop,"Super strength",Famous,Relative,"Wildlife, animals"
USA,NC,2013,"9         ",Male,14,Right-Handed,77,26,192,1,Car,5,0.44,71,Basketball,900,700,800,1000,600,500,26,"Right foot",70,80,"Same length",March,Spring,Yes,No,Pizza/Pasta,Water,English,9,9,4,"Yes - broadband connection","Text messaging",29,28,20,30,15,24,15,3,17,24,10,24,10,10,Some,"Graduate degree","Rap/Hip hop","Super strength",Healthy,Relative,"Education/Youth development"
USA,CA,2016,"11        ",Male,17,Left-Handed,180,26,179,2,Car,5,.187,40,None,900,700,800,1000,700,750,26,"Same length",80,85,"Ring finger",July,Winter,No,No,Breads/Sandwiches,Water,Art,7,10,6,"Yes - broadband connection","In person",0,0,0,0,15,5,0,12,8,0,22,2,0,4,"A lot","Undergraduate degree","Punk rock","Freeze time",Rich,Other,Health
USA,CA,2019,"12        ",Male,18,Right-Handed,171.3,,,2,Car,5,.55,,Soccer,900,900,750,800,950,950,,"Right foot",,,"Same length",July,Winter,No,No,"No favorite",Water,Science,7,5,4,"Yes - broadband connection","Internet chat or instant messaging",3,5,17,0,1,7,6,20,0,0,25,0,0,1,"Very little","Graduate degree",Other,Fly,Happy,Relative,Environment
USA,MN,2019,"11        ",Female,16,Right-Handed,172,26,172.3,1,Car,13,0.382,54,Soccer,1000,1000,1000,1000,0,1000,26,"Same length",65,100,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,Art,9,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,15,10,10,10,10,10,10,10,10,10,10,10,10,Some,"High school","Punk rock",Telepathy,Famous,Actor,"Wildlife, animals"
USA,IN,2020,"11        ",Female,17,Right-Handed,170,24,160,2,Car,10,.329,38,Soccer,1000,700,500,900,0,1000,24,"Same length",75,75,"Same length",October,Summer,No,No,"Rice/Noodle dishes",Water,Science,7,8,4,"Yes - broadband connection","Internet chat or instant messaging",10,10,12,1,3,3,10,0,4,1,5,0,2,2,Some,"Graduate degree",Pop,Fly,Happy,Friend,"International aid"
USA,TX,2019,"12        ",Female,17,Right-Handed,162cm,22,150,1,Car,10,.403,"33 ",Soccer,508,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"6         ",Male,12,Right-Handed,151,25,155,2,Bus,20,0.355,41,Tennis,1000,556,278,278,770,770,25,"Same length",6.9,6.8,"Index finger",March,Summer,No,No,Meat,Water,"Mathematics and statistics",10,8,3,"Yes - broadband connection","Text messaging",3,0,8,3,15,10,2,2,2,2,3,7,0,0,Some,"Undergraduate degree",Pop,,Happy,Other,Environment
USA,IN,2015,"12        ",Male,18,Right-Handed,182,29,6,1,Car,12,0.515,37,Golf,500,750,700,800,50,250,29,"Same length",7,65,"Index finger",December,Summer,No,No,Meat,"Sports drink",History,7,8,3,"Yes - broadband connection","Text messaging",150,150,10,0,2,5,15,5,2,5,4,15,10,1,"Very little","Undergraduate degree","Rap/Hip hop","Super strength",Healthy,Relative,"Education/Youth development"
USA,FL,2016,"11        ",Male,16,Right-Handed,171,26,173,1,Bus,95,0.24,57,Skateboarding/Rollerblading,0,0,0,0,10000,10000,25,"Right foot",93,100,"Ring finger",September,Spring,No,No,"Rice/Noodle dishes",Water,"Social studies",6,8,3,"Yes - broadband connection","Text messaging",100,100,45,.5,5,4,4,20,1,1,10,1,30,1,"A lot","Some college","Punk rock",Fly,Happy,Relative,Other
USA,MT,2019,"11        ",Male,18,Right-Handed,181,29,191,1,Car,5,0.52,71,Other,500,500,500,800,300,800,28,"Right foot",107,110,"Ring finger",May,Fall,Yes,No,Breads/Sandwiches,"Soft drink (caffeinated)",Other,6,11,3,"Yes - broadband connection","Internet chat or instant messaging",20,20,20,0,0,5,10,20,10,2,5,0,15,1,Some,Other,"Rap/Hip hop",Fly,,Friend,Other
USA,OH,2016,"7         ",Male,12,Right-Handed,167,24,57,2,Walk,"10 ",0.571,53,Basketball,1000,500,20,0,100,1000,25,"Left foot",7,7,"Same length",June,Summer,Yes,No,Other,Juice,"Physical education",12,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",47,80,7,12,1,15,15,30,20,20,19,5,0,12,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Education/Youth development"
USA,MI,2016,"12        ",Female,16,Right-Handed,165,25,156,1,Car,9,.388,39,Running/Jogging,1000,1000,1000,1000,950,1000,26,"Left foot",67,75,"Ring finger",March,Fall,No,Yes,Vegetables,Water,Art,7,9,5,"Yes - broadband connection","In person",10,50,8,0,16,3,7,1,4,4,5,1,10,3,"A lot","Undergraduate degree",Other,"Freeze time",Healthy,Friend,Environment
USA,IN,2016,"8         ",Female,13,Right-Handed,164.2,23.3,162,1,Car,15,.329,47,Athletics,600,400,700,900,1000,5999,23.5,"Left foot",94,96,"Index finger",March,Fall,No,No,Meat,"Sports drink",English,5,12,5,"Yes - broadband connection","Text messaging",100,200,100,0,10,10,100,0,10000,10000,10000,10,0,10,Some,Other,Pop,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,CA,2019,"12        ",Female,16,Right-Handed,156,24,142,2,Car,10,.461,42,Baseball/Softball,1000,970,950,600,150,370,24,"Same length",80,70,"Index finger",September,Fall,No,No,Desserts,Tea,English,6,8,6,"Yes - broadband connection","Text messaging",58,46,10,2,20,30,5,0,15,40,20,0,0,4,Some,"Graduate degree",Reggae,Invisibility,Happy,Relative,"Wildlife, animals"
USA,TX,2017,"12        ",Male,17,Right-Handed,181,28,184,1,Car,4,.324,64,Basketball,850,717,556,824,225,406,28,"Right foot",70,80,"Ring finger",March,Fall,No,No,Meat,Water,History,7,8,5,"Yes - other","In person",7,30,15,1,4,3,3,1,8,1,15,3,15,1,"Very little","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Environment
USA,MA,2018,"12        ",Male,17,Right-Handed,180,27,182,1,Car,9,0.382,43,Cycling,1000,800,800,800,800,1000,26,"Right foot",80,85,"Ring finger",June,Fall,Yes,No,Pizza/Pasta,Water,English,7,5,4,"Yes - broadband connection","Text messaging",8,10,6,3,10,1,3,10,10,10,11,9,25,2,"A lot","Undergraduate degree","Rock and roll",Telepathy,Happy,Other,Environment
USA,WI,2016,"8         ",Female,14,Right-Handed,175,25,168,1,Car,10,0.44,65,Athletics,600,700,500,600,600,1000,25,"Same length",8,8,"Same length",April,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,5,5,"Yes - other","Text messaging",300,300,4,2,4,7,6,2,7,7,4,8,3,1,Some,"Graduate degree",Country,Telepathy,Happy,"Coach or club leader","Wildlife, animals"
USA,NY,2017,"12        ",Male,17,Right-Handed,178,25.2,180,2,"Rail (Train/Tram/Subway)",42,.378,36,Soccer,1000,786,1000,1000,150,503,24.5,"Right foot",95,79,"Index finger",July,Summer,Yes,No,Meat,Water,History,6.5,8.5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",11,9,17,.5,7,2,10,0,6,2,15,2,0,0,"Very little","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,MA,2016,"6         ",Female,12,Right-Handed,164,25,166,1,Bus,50,0.411,27,Swimming,400,200,400,500,400,100,24,"Right foot",70,80,"Ring finger",November,Summer,Yes,No,Pizza/Pasta,Juice,Science,10,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,100,10,1,7,3,14,2,12,13,3,2,3,0,Some,"Graduate degree",Pop,Fly,Rich,Teacher,"Education/Youth development"
USA,WI,2016,"7         ",Female,12,Right-Handed,150,24,150,1,Bus,32,0.611,56,Dancing,,,,,,,25,"Left foot",9.5,,"Ring finger",March,Spring,No,No,Other,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2019,"9         ",Male,16,Right-Handed,170.6,22,436,1,Walk,5,0.304,78,None,1000,950,500,800,1000,1000,24,"Left foot",110,80,"Index finger",November,Summer,Yes,No,Pizza/Pasta,Milk,History,8,12,3,"Yes - other","Text messaging",10,50,3,2,3,2,0,21,21,0,42,0,0,0,,,"Rap/Hip hop",Fly,Famous,,
USA,WA,2020,"12        ",Female,17,Right-Handed,,,,,Bus,,25,55,Dancing,0,1000,1000,100,100,1000,,,,,"Same length",February,Fall,,,Breads/Sandwiches,Milk,English,"5 6","4 6 ",6,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",20,87,0,,,,,,,,,,,,,,,,,,
USA,VA,2018,"12        ",Male,18,Right-Handed,175,24,175,1,Car,20,0.405,38,Soccer,0,0,0,0,1000,1000,24,"Same length",71,69,"Index finger",December,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,6,10,5,"Yes - other","In person",3,30,25,0,0,5,10,1,1,1,30,2,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Health
USA,SC,2021,"11        ",Female,18,Right-Handed,162.5,20.32,162.5,1,Car,10,0.371,39,Gymnastics,503,701,807,412,230,1000,21.27,"Left foot",76.2,63.5,"Index finger",September,Spring,Yes,No,Meat,Tea,History,5,7,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,12,5,3,1,2,2,0,6,1,7,3,1,1,"A lot","Graduate degree",Gospel,"Freeze time",Happy,Relative,Religious
USA,WI,2022,"5         ",Female,11,Right-Handed,150,24,147,1,Car,8,0.412,48,Swimming,1000,1000,100,1000,200,500,23,"Right foot",85,80,"Index finger",September,Summer,Yes,No,"No favorite",Water,Art,10,9,3,"Yes - broadband connection","In person",0,0,"6 ",1/2,1,10,3,5,0,0,5,3,0,0,Some,"Graduate degree",Other,Telepathy,Happy,Relative,Other
USA,CA,2016,"12        ",Male,17,Right-Handed,178,26,183,2,Car,17,,,Other,,,,,,,26,"Same length",76,83,"Ring finger",December,Winter,Yes,No,"Rice/Noodle dishes",Juice,Music,6,9,2,"Yes - broadband connection","Text messaging",77,64,5,12,27,2,5,8,35,3,20,4,0,3,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Education/Youth development"
USA,NC,2018,"12        ",Female,"17 ",Right-Handed,162,22.5,154,1,Walk,3,3,1.00,Soccer,,,,,,,22.5,"Same length",70,65,"Same length",January,Summer,Yes,No,Meat,Water,English,6,6,4,"Yes - other","Internet chat or instant messaging",200,200,8,19,72,0,0,0,72,72,72,0,8,0,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Business person",Health
USA,PA,2015,"12        ",Female,17,Right-Handed,166.3,24,60,1,Car,13,.449,50,Other,100,90,90,90,60,90,26,"Right foot",85,65,"Ring finger",October,Fall,No,No,"Rice/Noodle dishes",Coffee,Science,6,10,3,"Yes - broadband connection","Text messaging",25,30,10,0,35,10,20,0,5,3,10,15,0,4,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Doctor or nurse","Wildlife, animals"
USA,AR,2018,"7         ",Male,14,Right-Handed,180,24.7,177,1,Bus,5,0.441,57,"Football (American)",0,100,100,100,80,70,25,"Right foot",9.5,9.5,"Same length",April,Summer,Yes,No,Other,Water,Geography,10,6,8,"Yes - other","Cell phone",50,70,7,4,2,1,1,25,1,2,0,2,0,3,Some,"Some college",Other,Fly,Rich,Other,Other
USA,WI,2017,"12        ",Male,17,Right-Handed,184,28,188,1,Car,5,3.6,40,Bowling,700,600,900,600,,,28,"Same length",111,118,"Ring finger",May,Spring,No,No,Meat,Water,Science,7,9,4,"Yes - broadband connection","In person",2,2,0,0,4,5,1,6,5,1,15,2,9,1,Some,"Undergraduate degree",Techno/Electronic,Fly,Happy,"Business person",Environment
USA,CO,2016,"7         ",Male,12,Right-Handed,160,,161,1,Walk,35,0.403,51,Basketball,578,503,834,711,818,1000,,"Same length",,,"Ring finger",May,Summer,No,No,Meat,"Sports drink",Science,9,5,4,"Yes - other","Text messaging",200,200,4,1,1,3,6,1,2,5,4,5,1,3,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Famous,"Sports person",Health
USA,MA,2019,"6         ",Female,12,Right-Handed,154,24,162,"3 ",Walk,25,0.362,41,Tennis,668,535,840,567,0,337,22,"Right foot",70,65,"Index finger",November,Spring,Yes,No,Desserts,Water,Languages,8,10,5,"Yes - other","Cell phone",32,320,20,1,1,2,4,0,0,0.3,1,0,2,2,Some,"Some college",Pop,Fly,Rich,Actor,"Wildlife, animals"
USA,GA,2011,"11        ",Female,17,Right-Handed,5.7,27,"76 ",3,Car,20,0.664,48,Tennis,503,503,503,,1000,1000,27,"Same length",10,8,"Index finger",October,Fall,No,No,"No favorite",Water,"Computers and technology",8,10,3,"Yes - broadband connection","Cell phone",50,25,15,1,20,5,10,0,15,3,5,5,0,2,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Famous,Actor,"International aid"
USA,IL,2020,"12        ",Female,17,Right-Handed,162,27,160,1,Car,15,.46,36,Dancing,999,800,700,999,800,999,27,"Same length",28,30,"Ring finger",April,Fall,No,No,Desserts,"Soft drink (caffeinated)",Art,8,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,145,2,0,18,4,0,24,20,2,24,5,15,30,"A lot","Graduate degree","Punk rock","Freeze time",Rich,Actor,Health
USA,MA,2019,"12        ",Male,17,Right-Handed,175,24.1,,1,Car,10,0.504,45,"Football (American)",500,986,993,875,0,889,24,"Same length",ring,,,September,Fall,No,No,Poultry,Water,"Physical education",6,8,3,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",10,25,7,1,1,0,10,3,7,3,0,5,0,0,"A lot","High school","Rap/Hip hop","Super strength",Rich,"Sports person",Health
USA,CA,2016,"12        ",Female,16,Left-Handed,62,9.6,,2,Walk,5,.456,58,Dancing,1000,800,1000,900,600,200,9.65,"Left foot",7.2,7.3,"Ring finger",November,Summer,No,No,Fruit,Water,Languages,7.5,11,3,"Yes - broadband connection","Text messaging",200,150,2,1,20,1,0,0,30,40,10,1,0,2,"A lot","Graduate degree",Pop,Fly,Healthy,Relative,"International aid"
USA,PA,2018,"12        ",Male,17,Right-Handed,180,25,181,1,Car,14,.445,44,Baseball/Softball,600,800,450,600,800,900,25,"Left foot",98,103,"Ring finger",October,Fall,No,No,Soups,Milk,Science,6,9,4,"Yes - broadband connection","Text messaging",150,500,10,.5,10,6,4,0,10,7,4,2,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Famous,Relative,"Wildlife, animals"
USA,SC,2018,"11        ",Male,18,Ambidextrous,167,28,58,2,Car,15,1,10,Basketball,775,725,654,554,500,632,28,"Same length",20,24,"Ring finger",January,Winter,No,No,Poultry,"Energy drink",Science,8,10,6,"Yes - broadband connection","In person",30,45,16,2,2,3,16,16,2,2,2,4,0,16,"A lot","Some college","Rap/Hip hop","Freeze time",Rich,Other,"Education/Youth development"
USA,CA,2016,"9         ",Female,15,Right-Handed,,,,2,Walk,30,,,Swimming,900,900,1000,1000,400,500,,,,,,February,Winter,No,No,Pizza/Pasta,Water,English,8,8,6,"Yes - dial-up connection","Text messaging",0,0,6,1,4,20,10,5,9,3,2,2,0,0,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,Environment
USA,IN,2021,"11        ",Female,16,Right-Handed,163,24,158,3,Car,7,0.612,39,Soccer,326,321,626,305,326,861,23,"Right foot",85,75,"Index finger",November,Fall,No,No,Fruit,"Soft drink (caffeinated)",Music,6,4-5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",700,725,40,35,10,9,5,2,49,49,49,24,25,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,CA,2021,"12        ",Female,17,Left-Handed,157,21,156,2,Car,25,0.287,55,Bowling,1000,610,860,860,160,520,21,"Same length",8.3,9.3,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,Art,7,7,6,"Yes - broadband connection","In person",143,172,"8 ",2,1,1,1,0,25,6,25,2,0,1,Some,"Graduate degree",Pop,"Freeze time",Rich,Relative,Environment
USA,NY,2019,"10        ",Female,15,Right-Handed,153,23,151,2,Bus,45,.766,42,Swimming,1000,700,800,800,1000,1000,23,"Same length",70,65,"Index finger",May,Winter,No,No,Poultry,Water,Art,6,9,5,"Yes - other","In person",1,1,4,0,18,2,0,0,14,1,35,0,0,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,SC,2016,"11        ",Female,16,Right-Handed,171,27,169,1,Car,8,0.351,34,Soccer,600,700,500,400,800,900,26.5,"Right foot",8.5,8.7,"Ring finger",December,Fall,No,No,Desserts,Water,Music,7,6,6,"Yes - other","Text messaging",23,25,20,4,5,6,7,0,25,12,3,8,0,7,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Coach or club leader",Health
USA,GA,2018,"6         ",Female,12,Right-Handed,165,25,121,1,Walk,45,0.846,45,Swimming,900,700,1000,50,45,20,24,"Left foot",80,80,"Same length",September,Spring,No,No,Desserts,Water,,11,10,4,"Yes - other","Text messaging",5,2,6,1,2,2,1,4,0,3,6,3,0,1,Some,"Graduate degree",Pop,Fly,Healthy,Actor,"Wildlife, animals"
USA,WI,2016,"12        ",Female,17,Right-Handed,155,23,155,1,Car,15,0.365,53,Walking/Hiking,950,900,850,1000,100,800,22,"Right foot",90,95,"Ring finger",March,Fall,No,No,"No favorite","Soft drink (caffeinated)","Mathematics and statistics",7,10,6,"Yes - broadband connection","Text messaging",50,60,1,1,10,10,0,8,24,12,5,5,10,3,Some,Other,Pop,Telepathy,Happy,Actor,Other
USA,IA,2016,"12        ",Female,17,Right-Handed,160,36.5,162,1,Car,12,.393,46,,900,500,500,850,10,200,36.5,"Same length",,,"Index finger",October,Fall,No,No,Pizza/Pasta,Water,English,6,7,5,"Yes - broadband connection","In person",15,10,20,1,6,20,5,0,15,8,15,2,10,10,Some,"Some college",Country,Invisibility,Happy,"Religious figure","International aid"
USA,SC,2020,"11        ",Female,17,Right-Handed,72,25,65,1,Car,15,.418,46,Running/Jogging,481,481,481,481,1000,1000,24,"Right foot",70,70,"Same length",July,Summer,No,No,"No favorite",Coffee,English,8.5,9,4,"Yes - broadband connection","Text messaging",50,53,10,.5,6,20,15,0,12,15,15,6,0,4,"Very little","Graduate degree",Other,Telepathy,Happy,Relative,Religious
USA,CT,2015,"11        ",Female,16,Left-Handed,156,80.5,150,1,Bus,15,0.454,32,Swimming,1000,535,455,674,439,770,80.75,"Left foot",,2.4,"Index finger",July,Summer,No,No,Fruit,Water,English,7,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,1,5,8,30,30,5,0,0,3,24,0,6,15,"A lot","Graduate degree",Classical,"Freeze time",Healthy,"Business person",Religious
